"srcLang","srcString","srcWords","srcPron","EN.words","EN.pron","DE.words","DE.pron","FR.words","FR.pron","JA.words","JA.pron","ZH.words","ZH.pron","srcGloss","EN.gloss","DE.gloss","FR.gloss","JA.gloss","ZH.gloss"
"DE","Rechnungsanschrift","Rechnungsanschrift:Rechnungsanschrift","/ʀɛ.çnʊnks.aːn.ʃʀɪft/","renunciation","/ɹɪ.ˌnʌn.si.ˈeɪ.ʃən/","Rechnung Anschrift","/ʀɛ.çnʊŋ/ /aːn.ʃʀɪft/","anarchiste","/a.naʁ.ˈʃist/","矢 ニ 木 案 死 手","/ja/ /ni/ /ki/ /aɴ/ /ʃi/ /te/","爺 囡 司 鞍 獅 椅 匙","/iɛ˧˥/ /nan˥˥/ /s˥˥/ /an˥˥/ /ʂ˥˥/ /i˨˩˦/ /tʂ˧˥/","Billing address","renunciation","Invoice address","anarchist","Arrow (d) wood proposed death hand","Royal child saddle 獅 Division Chair, spoons"
"DE","digitalisierte","digitalisierte:digitalisierte","/diː.ɡiː.taː.liː.ziːɐ.tə/","disability","/ˌdɪ.sə.ˈbɪ.lɪ.ti/","Diktat vierte","/diːk.taːt/ /fiːɐ.tə/","digitale visiter","/di.ʒi.ˈtal/ /vi.zi.ˈte/","土 偽 田 水 ビー 手","/do/ /ɡi/ /ta/ /mi/ /biː/ /te/","梯 梯 獺 梨 暇 土","/ti˥˥/ /ti˥˥/ /ta˨˩˦/ /li˧˥/ /ɕia˧˥/ /tu˨˩˦/","digitized","disability","Fourth dictation","Digital visit","Soil fake rice water b hand","Ladder ladder spare of 獺 PEAR"
"DE","Anläufe","Anläufe:Anläufe","/a.nlə.uː.fə/","alleluia","/ˌæ.lə.ˈlu.yə/","alle Ufer","/a.lə/ /uː.fɐ/","enlever","/a.lə.ˈve/","彼 にゃ 兎 サー","/a/ /nja/ /u/ /saː/","嗄 云 滷 鵡 拊","/a˧˥/ /yn˧˥/ /lu˨˩˦/ /u˨˩˦/ /fu˨˩˦/","Start-ups","alleluia","all banks","Remove","Cat rabbit Sir to him","Velvety huskiness 滷 鵡 fondle"
"DE","Stiefmütterchen","Stiefmütterchen:Stiefmütterchen","/ʃtiːf.mʏ.tɐ.çən/","storyteller","/ˈstɔ.ɹi.ˌtɛ.ləɹ/","Stifter stechen","/ʃtiːf.tɐ/ /ʃteː.çən/","chemin de fer","/ʃə.mɛ.də.ˈfe/","死 水 手 線","/ʃi/ /mi/ /te/ /seɴ/","梯 蝮 拇 梯 森","/ti˥˥/ /fu˥˩/ /mu˨˩˦/ /ti˥˥/ /sən˥˥/","Pansy","storyteller","Donor Pierce","railway","Death water line","Ladder deinagkistrodon thumb ladder sum"
"DE","neu verursachend","neu:neu verursachend:","/nɔɪ/ ","neigh","/neɪ/","neun","/nɔɪn/","nu","/ny/","ニ","/ni/","奶","/nai˨˩˦/","creating new","neigh","nine","nu","D","Milk"
"DE","Tanzschule","Tanzschule:Tanzschule","/tant͡s.ʃuː.lə/","tarantula","/tə.ˈɹænt.ʃə.lə/","Tanz Schule","/tant͡s/ /ʃuː.lə/","tâche tout le","/taʃ/ /tu.ˈlə/","田 唾 シューズ","/ta/ /t͡su/ /ʃuː.zu/","潭 狐 梨","/tan˧˥/ /xu˧˥/ /li˧˥/","Dance school","tarantula","Dance school","task all the","Machida saliva shoes","Fox Lake-PEAR"
"DE","überschlägt","überschlägt:überschlägt","/yː.bɐ.ʃlɛkt/","elect","/ɪ.ˈlɛkt/","über schlägt","/yː.bɐ/ /ʃlɛkt/","abject","/ab.ˈʒɛkt/","胃 ビー 死 木","/i/ /biː/ /ʃi/ /ki/","漁 菠 梨 匙","/y˧˥/ /po˥˥/ /li˧˥/ /tʂ˧˥/","flip over","elect","about suggests","abject","Stomach bee death tree","Fisherman's bastion keep PEAR spoons"
"DE","Erfolgsrechnungen","Erfolgsrechnungen:Erfolgsrechnungen","/ɛɐ.fɔlk.sʀə.çnʊŋ.ɡən/","explanation","/ˌɛk.splə.ˈneɪ.ʃən/","Erfolg rechnen","/eːɐ.fɔlk/ /ʀɛ.çnən/","Indonésienne","/ɛ.do.nez.ˈjɛn/","絵 酢 木 サー 年 群","/e/ /su/ /ki/ /saː/ /neɴ/ /ɡuɴ/","椅 拊 獅 司 漁 檸 人","/i˨˩˦/ /fu˨˩˦/ /ʂ˥˥/ /s˥˥/ /y˧˥/ /niŋ˧˥/ /ʐən˧˥/","Statements of income","explanation","Expect success","Indonesian","Paintings, of the vinegar tree Sir","Chair, fondle 獅 fisherman's bastion of the Division 檸 people"
"DE","Verdauungsstörung","Verdauungsstörung:Verdauungsstörung","/fɛɐ.daʊ.ʊnks.ʃtœ.ʀʊŋ/","federation","/ˌfɛ.də.ˈɹeɪ.ʃən/","verlangt Störung","/fɛɐ.lankt/ /ʃtœ.ʀʊŋ/","faire l'acteur","/fɛʁ.lak.ˈtœʁ/","サー 弾 兎 木 手 運","/saː/ /daɴ/ /u/ /ki/ /te/ /uɴ/","啡 掏 云 司 獅 弟 虹","/fei˥˥/ /tau˥˥/ /yn˧˥/ /s˥˥/ /ʂ˥˥/ /ti˥˩/ /xuŋ˧˥/","Indigestion","federation","required error","make the player","Sir Elasto-rabbit tree hand luck","Brown cut cloud Division 獅 brother Rainbow"
"DE","Hebammen","Hebammen:Hebammen","/heː.ba.mən/","headman","/ˈhɛd.mən/","heben","/heː.bən/","ruban manne","/ʁy.ˈba/ /man/","屁 ば 問","/he/ /ba/ /moɴ/","禾 芭 門","/xɤ˧˥/ /pa˥˥/ /mən˧˥/","Midwives","headman","lift","Ribbon manna","Fart if q","Wo Pattaya-Carmen"
"DE","Anonymität","Anonymität:Anonymität","/aː.noː.nyː.miː.teːt/","anonymity","/ˌæ.nə.ˈnɪ.mɪ.ti/","ahnen mietet","/aː.nən/ /miː.teːt/","anonymat tante","/a.no.ni.ˈma/ /tat/","彼 ノー ニ 水 手","/a/ /noː/ /ni/ /mi/ /te/","嗄 孥 女 米 子","/a˧˥/ /nu˧˥/ /ny˨˩˦/ /mi˨˩˦/ /ts˨˩˦/","Anonymity","anonymity","suspect hires","anonymity aunt","His No 2 water hand","Velvety huskiness nu woman Yonago"
"DE","Angsthase","Angsthase:Angsthase","/ankst.haː.zə/","angst Hannah","/ɑŋkst/ /ˈhæ.nə/","Angst Hase","/ankst/ /haː.zə/","anesthésie","/a.nɛ.ste.ˈzi/","彼 木 手 歯 ず","/a/ /ki/ /te/ /ha/ /zu/","鞍 司 匙 哈 茹","/an˥˥/ /s˥˥/ /tʂ˧˥/ /xa˥˥/ /ʐu˧˥/","Scaredy cat","angst Hannah","Scared rabbit","anesthesia","His wooden hand teeth without","Secretary spoon saddle Haru"
"DE","dummer Schwätzer","dummer: Schwätzer:Schwätzer"," /ʃveːt.t͡sɐ/","schnitzel","/ˈʃnɪt.səl/","Schnitzer","/ʃniːt.t͡sɐ/","chanter","/ʃa.ˈte/","死 手 唾","/ʃi/ /te/ /t͡su/","子 匙 土","/ts˨˩˦/ /tʂ˧˥/ /tu˨˩˦/","silly chatter","schnitzel","Schnitzer","sing","Death hand saliva","Spoonful of soil"
"DE","übergekocht","übergekocht:übergekocht","/yː.bɐ.ɡə.kɔxt/","yogurt","/ˈy.oʊ.ɡəɹt/","über gekocht","/yː.bɐ/ /ɡeː.kɔxt/","antagoniste","/a.ta.ɡo.ˈnist/","兎 ビー 夏 毛 手","/u/ /biː/ /ɡe/ /ke/ /te/","漁 菠 鼓 鼓 匙","/y˧˥/ /po˥˥/ /ku˨˩˦/ /ku˨˩˦/ /tʂ˧˥/","cooked over","yogurt","over cooked","antagonist","Rabbit b summer hair hand","Fisherman's bastion keep drums drum key"
"DE","Materialien","Materialien:Materialien","/maː.tə.ʀiː.aː.liːn/","materialize","/mə.ˈtɪə.ɹi.ə.ˌlaɪz/","Matte Lilien","/ma.tə/ /liː.liːn/","matelas haleine","/ma.tə.ˈla/ /a.ˈlɛn/","ま 手 水 彼 ジン","/ma/ /te/ /mi/ /a/ /d͡ʑiɴ/","媽 梯 梨 嗄 林","/ma˥˥/ /ti˥˥/ /li˧˥/ /a˧˥/ /lin˧˥/","Materials","materialize","Matt lilies","mattress breath","Well water he Jin","Mama ladder pears came sputtering along the forest"
"DE","Dienstanzug","Dienstanzug:Dienstanzug","/diːn.ʃtan.t͡suːk/","destitute","/ˈdɛ.stɪ.ˌtut/","Dienstag Zug","/diːn.ʃtaːk/ /t͡suːk/","dictateur","/dik.ta.ˈtœʁ/","弾 痰 唾 木","/daɴ/ /taɴ/ /t͡su/ /ki/","濱 潭 冬","/pin˥˥/ /tan˧˥/ /tuŋ˥˥/","Service suit","destitute","Tuesday train","dictator","Bullet phlegm saliva tree","Bin Lake in winter"
"DE","schlecht verwalten","schlecht:schlecht verwalten:verwalten","/ʃlɛçt/ /fɛɐ.val.tən/","fluctuation","/ˌflʌkt.ʃu.ˈeɪ.ʃən/","schlecht Schwalben","/ʃlɛçt/ /ʃval.bən/","cheval entier","/ʃə.va.la.ˈtje/","死 手 乳 絵 蛇 痰","/ʃi/ /te/ /t͡ɕi/ /e/ /d͡ʑa/ /taɴ/","梨 匙 啡 染 潭","/li˧˥/ /tʂ˧˥/ /fei˥˥/ /ʐan˨˩˦/ /tan˧˥/","mismanage","fluctuation","bad swallows","whole horse","Death hand breasts picture snake phlegm","PEAR spoonful of brown dye Tan"
"DE","katzenartige","katzenartige:katzenartige","/kaːt.t͡sə.naɐ.tiː.ɡə/","concertina","/ˌkɒn.səɹ.ˈti.nə/","Katzen tage","/kaːt.t͡sən/ /taː.ɡə/","carte se fatiguer","/kaʁt/ /sə.fa.ti.ˈɡe/","カー 唾 七 手 が","/kaː/ /t͡su/ /na/ /te/ /ɡa/","杆 梯 奶 梯 茹","/kan˥˥/ /ti˥˥/ /nai˨˩˦/ /ti˥˥/ /ʐu˧˥/","feline","concertina","Cats day","map getting tired","Saliva 7 hand car","Pole ladder ladder milk mushrooms"
"DE","Hühnerstall","Hühnerstall:Hühnerstall","/hyː.nɐ.ʃtal/","Hannibal","/ˈhæ.nə.bəl/","Hühner Stall","/hyː.nɐ/ /ʃtal/","général","/ʒe.ne.ˈʁal/","氷 ニ 痰","/hi/ /ni/ /taɴ/","鬚 女 潭","/ɕy˥˥/ /ny˨˩˦/ /tan˧˥/","Chicken Coop","Hannibal","Chicken stall","General","Ice (d) sputum","鬚 female TAM"
"DE","Armadas","Armadas:Armadas","/aːɐ.maː.daːs/","ami das","/a.ˈmi/ /dæs/","Arme das","/aːɐ.mə/ /daːs/","amant danse","/a.ˈma/ /das/","彼 ま 弾","/a/ /ma/ /daɴ/","唉 媽 獺 司","/ai˥˥/ /ma˥˥/ /ta˨˩˦/ /s˥˥/","Armadas","ami das","That poor","lover dance","He well series","Alas 媽 獺 Division"
"DE","sich anschließen an","sich:sich anschließen:anschließen an:an","/zɪç/ /aːn.ʃliː.sən/ /aːn/","indecency","/ɪn.ˈdi.sən.si/","sichten schließen","/zɪç.tən/ /ʃliː.sən/","bannissement","/ba.ni.ˈsəm/","ず 案 死 線 案","/zu/ /aɴ/ /ʃi/ /seɴ/ /aɴ/","司 獅 鞍 梨 森 鞍","/s˥˥/ /ʂ˥˥/ /an˥˥/ /li˧˥/ /sən˥˥/ /an˥˥/","join to","indecency","Sift close","banishment","Without tough proposal","Secretary 獅 saddle PEAR sum saddle"
"DE","Exklusivität","Exklusivität:Exklusivität","/eːx.kluː.ziː.fiː.teːt/","excruciating","/ɪk.ˈskɹu.ʃi.ˌeɪ.tɪŋ/","Exil Pietät","/eːx.iːl/ /piː.teːt/","activité","/ak.ti.vi.ˈte/","塩 キュー ビー 乳 手","/eɴ/ /kjuː/ /biː/ /t͡ɕi/ /te/","誒 鼓 膝 拊 子","/ei˥˥/ /ku˨˩˦/ /ɕi˥˥/ /fu˨˩˦/ /ts˨˩˦/","Exclusivity","excruciating","Exile reverent","activity","Salt queue bee milk hand","EI drum knee fondle"
"DE","schmackhafteste","schmackhafteste:schmackhafteste","/ʃmak.haːf.tə.ʃtə/","schmuck harvester","/ʃmʌk/ /ˈhɑɹ.və.stəɹ/","schmackhaft Taste","/ʃmak.haft/ /ta.ʃtə/","manifester","/ma.ni.fɛ.ˈste/","舎 木 歯 手 手","/ʃa/ /ki/ /ha/ /te/ /te/","媽 鼓 函 梯 獅 土","/ma˥˥/ /ku˨˩˦/ /xan˧˥/ /ti˥˥/ /ʂ˥˥/ /tu˨˩˦/","tastiest","schmuck harvester","delicious button","manifest","Hall tree dental hand in hand","獅 媽 drums letter ladder"
"DE","versenden","versenden:versenden","/fɛɐ.zɛn.dən/","Fernandez","/fɛɹ.ˈnæn.dɛz/","Vers senden","/fɛɐs/ /zɛn.dən/","fesse versement","/fɛs/ /vɛʁ.ˈsəm/","サー 前段","/saː/ /zen.daɴ/","啡 炎 森","/fei˥˥/ /iɛn˧˥/ /sən˥˥/","send","Fernandez","Send verse","buttock payment","Sir first sentence","Brown and inflammatory sum"
"DE","Weißnäherinnen","Weißnäherinnen:Weißnäherinnen","/vaɪs.nə.hə.ʀɪ.nən/","veneration","/ˌvɛ.nə.ˈɹeɪ.ʃən/","weinen rinnen","/vaɪ.nən/ /ʀɪ.nən/","Vietnamienne","/vjɛt.na.ˈmjɛn/","蛇 サー ニ 歯 絵 年","/d͡ʑa/ /saː/ /ni/ /ha/ /e/ /neɴ/","筏 司 女 漁 椅 嫩","/fa˧˥/ /s˥˥/ /ny˨˩˦/ /y˧˥/ /i˨˩˦/ /nən˥˩/","White seamstresses","veneration","cry trays","Vietnamese","Snake Sir d tooth picture years","Raft woman fisherman's bastion of the Division Chair and tender"
"DE","Chance","Chance:Chance","/c.hanc.ə/","chance awe","/tʃæns/ /ɔ/","Trance","/tʀanc.ə/","canne hein","/kan/ /ɛ/","木 歯 ニ 絵","/ki/ /ha/ /ni/ /e/","司 函 漁","/s˥˥/ /xan˧˥/ /y˧˥/","Chance","chance awe","Trance","cane eh","Wooden teeth (d) pictures","Secretary's letter of fisherman's bastion"
"DE","ein beständiges Ansteigen der Preise","ein:ein beständiges: Ansteigen:ansteigen der:der Preise:Preise","/aɪn/  /aːn.ʃtaɪ.ɡən/ /deːɐ/ /pʀaɪ.zə/","identification","/aɪ.ˌdɛn.tə.fɪ.ˈkeɪ.ʃən/","Anstand Preise","/aːn.ʃtant/ /pʀaɪ.zə/","agence de voyage","/a.ʒas.də.vwa.ˈjaʒ/","彼 ニ 案 舎 群 デー パン ず","/a/ /ni/ /aɴ/ /ʃa/ /ɡuɴ/ /deː/ /paɴ/ /zu/","鞍 鞍 檯 人 悲 百 茹","/an˥˥/ /an˥˥/ /tai˧˥/ /ʐən˧˥/ /pei˥˥/ /pai˨˩˦/ /ʐu˧˥/","a stable increase in the prices","identification","Anstand prices","travel agency","He (d) Bill Hall group day bread without","Saddle saddle 檯 person sad Bai ru"
"DE","Ablaufglied","Ablaufglied:Ablaufglied","/a.blaʊf.ɡliːt/","outlet","/ˈaʊt.lɛt/","Ablauf Glied","/a.blaʊf/ /ɡliːt/","ablatif","/a.bla.ˈtif/","彼 ビー 彼 胃 銀","/a/ /biː/ /a/ /i/ /ɡiɴ/","嗄 蠟 蝮 梨 匙","/a˧˥/ /la˥˩/ /fu˥˩/ /li˧˥/ /tʂ˧˥/","Trace element","outlet","Trace element","ablative","He let his stomach silver","Velvety huskiness 蠟 deinagkistrodon PEAR spoons"
"DE","konzipiert für","konzipiert: für:für"," /fyːɐ/","few","/fyu/","vor","/foːɐ/","fût","/fy/","乳","/t͡ɕi/","啡","/fei˥˥/","designed for","few","before","keg","Breasts","Brown"
"DE","zinnoberrot","zinnoberrot:zinnoberrot","/t͡sɪ.noː.bɛ.ʀoːt/","inherit","/ɪn.ˈhɛ.ɹɪt/","zimmern bedroht","/t͡sɪ.mɐn/ /bɛ.dʀoːt/","minorité","/mi.no.ʁi.ˈte/","唾 ノー ビー 夜","/t͡su/ /noː/ /biː/ /jo/","梯 耨 爺 獅 土","/ti˥˥/ /nou˥˩/ /iɛ˧˥/ /ʂ˥˥/ /tu˨˩˦/","vermilion","inherit","rooms threatened","minority","Saliva ノー bee night","Ladder weeding hoe Royal lion"
"DE","unkonventionelle","unkonventionelle:unkonventionelle","/ʊŋ.koːn.fən.t͡sjoː.nɛ.lə/","unconventional","/ˌʌn.kən.ˈvɛn.ʃənl/","ungern Funktion Elle","/ʊŋ.ɡɐn/ /fʊŋ.t͡sjoːn/ /ɛ.lə/","international","/ɛ.tɛʁ.na.sjo.ˈnal/","運 根 線 旅 ニ 夜","/uɴ/ /koɴ/ /seɴ/ /ɾjo/ /ni/ /jo/","泳 桿 氛 菠 蜺 梨","/yŋ˨˩˦/ /kan˨˩˦/ /fən˥˥/ /po˥˥/ /ni˧˥/ /li˧˥/","unconventional","unconventional","hate to function table","International","Lucky cock line trip 2 night","Swimming Rod atmosphere keep cicada PEAR"
"DE","Ehrwürdigkeit","Ehrwürdigkeit:Ehrwürdigkeit","/eːɐ.vʏɐ.dɪç.kaɪt/","eradicate","/ɪ.ˈɹæ.dɪ.ˌkeɪt/","erwürgt","/eːɐ.vʏɐkt/","appendicite","/a.pa.di.ˈsit/","絵 胃 絵 弾 蚊 手","/e/ /i/ /e/ /daɴ/ /ka/ /te/","誒 司 椅 司 司 卡 司","/ei˥˥/ /s˥˥/ /i˨˩˦/ /s˥˥/ /s˥˥/ /ka˨˩˦/ /s˥˥/","Grandeur","eradicate","strangled","appendicitis","Picture stomach picture bullet mosquito hand","EI Division chairs Division Division Division"
"DE","nachschleppend","nachschleppend:nachschleppend","/naːx.ʃlɛ.pɛnt/","nonchalant","/ˌnɒn.ʃə.ˈlɑnt/","Nachthemd","/naxt.hɛmt/","necessaire","/nə.sɛ.ˈsɛʁ/","七 死 ぺ 手","/na/ /ʃi/ /pe/ /te/","囡 梨 盤 匙","/nan˥˥/ /li˧˥/ /pan˧˥/ /tʂ˧˥/","dragging to","nonchalant","Nightgown","necessary","Seven death pettanko hands","Child PEAR Pan spoon"
"DE","Regelstrecke","Regelstrecke:Regelstrecke","/ʀɛ.ɡəl.ʃtʀɛ.kə/","replica","/ˈɹɛ.plɪ.kə/","Regel Strecke","/ʀɛ.ɡəl/ /ʃtʀɛ.kə/","régulièrement","/ʁe.ɡy.ljɛ.ˈʁəm/","矢 群 死 絵 戸","/ja/ /ɡuɴ/ /ʃi/ /e/ /ko/","爺 羹 蜨 鼓","/iɛ˧˥/ /kəŋ˥˥/ /tiɛ˧˥/ /ku˨˩˦/","Control line","replica","Rule line","regularly","Arrow group death picture House","Royal soup die drums"
"DE","Kuguar","Kuguar:Kuguar","/kuː.ɡuː.aːɐ/","cougar","/ˈku.ɡəɹ/","Kuh Guam","/kuː/ /ɡuː.aːm/","cou goûter","/ku/ /ɡu.ˈte/","区 具 彼","/ku/ /ɡu/ /a/","鼓 鼓 唉","/ku˨˩˦/ /ku˨˩˦/ /ai˥˥/","Kuguar","cougar","Cow Guam","neck taste","Ward furniture he","Bulging alas"
"DE","unappetitliche","unappetitliche:unappetitliche","/uː.na.pə.tɪ.tlɪ.çə/","inability","/ˌɪ.nə.ˈbɪ.lɪ.ti/","unecht Leiche","/uː.nɛçt/ /laɪ.çə/","inattention","/i.na.ta.ˈtjo/","兎 七 パ 手 手 女","/u/ /na/ /pa/ /te/ /te/ /d͡ʑo/","鵡 拿 菠 梯 己 鯊","/u˨˩˦/ /na˧˥/ /po˥˥/ /ti˥˥/ /tɕi˨˩˦/ /ʂa˥˥/","unsavory","inability","fake corpse","inattention","Rabbit-7 PA hand hands woman","鵡 keep intimate shark"
"DE","in Geldverlegenheit sein","in:in Geldverlegenheit:Geldverlegenheit sein:sein","/iːn/ /ɡɛlt.fɛ.ʀlə.ɡən.haɪt/ /zaɪn/","interrogation","/ɪn.ˌtɛ.ɹə.ˈɡeɪ.ʃən/","Inhalt Feldstein","/iːn.halt/ /fɛlt.ʃtaɪn/","aller en pélerinage","/a.le.pe.lə.ʁi.ˈnaʒ/","韻 夏 手 乳 胃 兎 群 歯 手 座 音","/iɴ/ /ɡe/ /te/ /t͡ɕi/ /i/ /u/ /ɡuɴ/ /ha/ /te/ /za/ /ne/","茵 曰 獅 筏 梨 人 鯊 匙 傘","/in˥˥/ /yɛ˥˥/ /ʂ˥˥/ /fa˧˥/ /li˧˥/ /ʐən˧˥/ /ʂa˥˥/ /tʂ˧˥/ /san˨˩˦/","be in money fix","interrogation","Content field stone","go on a pilgrimage","Rhyme summer hands breasts stomach rabbit group teeth hands-sound","Yin Yue 獅 raft PEAR man shark spoon Umbrella"
"DE","gewährend","gewährend:gewährend","/ɡə.veː.ʀɛnt/","godsend","/ˈɡɒd.ˌsɛnd/","Gewähr Trend","/ɡɛ.vɐ/ /tʀɛnt/","gâcher geste","/ɡa.ˈʃe/ /ʒɛst/","が 部 胃 ニ","/ɡa/ /be/ /i/ /ni/","鼓 膝 炎 匙","/ku˨˩˦/ /ɕi˥˥/ /iɛn˧˥/ /tʂ˧˥/","granting","godsend","Ensure trend","spoil gesture","Of the stomach (d)","Drum knee inflammation key"
"DE","uncompiliert","uncompiliert:uncompiliert","/ʊnc.ɔm.piː.liːɐt/","incomplete","/ˌɪn.kəm.ˈplit/","untreu poliert","/ʊn.tʀɔɪ/ /poː.liːɐt/","automobiliste","/o.tɔ.mɔ.bi.ˈlist/","ニ 安否 水 手","/ni/ /am.pi/ /mi/ /te/","雲 云 筆 梨 匙","/yn˧˥/ /yn˧˥/ /pi˨˩˦/ /li˧˥/ /tʂ˧˥/","uncompiliert","incomplete","unfaithful polished","motorist","(D) safety water hand","A surname Pen PEAR spoons"
"DE","Omikron","Omikron:Omikron","/ɔ.mɪ.kʀoːn/","omicron","/ˈɒ.mɪ.ˌkɹɒn/","Otter Kran","/ɔ.tɐ/ /kʀaːn/","omoplate","/ɔ.mɔ.ˈplat/","兎 水 根","/u/ /mi/ /koɴ/","鵡 米 館","/u˨˩˦/ /mi˨˩˦/ /kuan˨˩˦/","Omikron","omicron","Otters crane","scapula","Rabbit water roots","鵡 m Museum"
"DE","entfesselnd","entfesselnd:entfesselnd","/ɛnt.fɛ.sɛlnt/","incessant","/ɪn.ˈsɛ.sənt/","End fesselt","/ɛnt/ /fɛ.sɛlt/","intestin","/ɛ.tɛ.ˈstɛ/","絵 手 乳 サー ニ","/e/ /te/ /t͡ɕi/ /saː/ /ni/","鞍 匙 筏 司 林","/an˥˥/ /tʂ˧˥/ /fa˧˥/ /s˥˥/ /lin˧˥/","entfesselnd","incessant","End ties","intestine","Picture hand milk Sir (d)","Saddle keys raft Si Lin"
"DE","Rassenschranke","Rassenschranke:Rassenschranke","/ʀa.sən.ʃʀaŋ.kə/","Casablanca","/ˌkæ.sə.ˈblæŋ.kə/","Rassen Schranke","/ʀa.sən/ /ʃʀaŋ.kə/","passer à tabac","/pa.sea.ta.ˈba/","矢 線 死 安価","/ja/ /seɴ/ /ʃi/ /aŋ.ka/","蠟 森 獅 昂 鼓","/la˥˩/ /sən˥˥/ /ʂ˥˥/ /aŋ˧˥/ /ku˨˩˦/","Racial divide","Casablanca","Racial barrier","beating","Arrow line death cheap","Lion Ang 蠟 sum drum"
"DE","taxidermisch","taxidermisch:taxidermisch","/taːx.iː.dɐ.miːʃ/","Taiwanese","/ˌtaɪ.wɑ.ˈniz/","Taxi Gemisch","/taːx.iː/ /ɡeː.miːʃ/","taxi dimanche","/tak.ˈsi/ /di.ˈmaʃ/","痰 胃 土 水","/taɴ/ /i/ /do/ /mi/","溏 椅 梯 溟","/taŋ˧˥/ /i˨˩˦/ /ti˥˥/ /miŋ˧˥/","taxidermisch","Taiwanese","Taxi mixture","taxi Sunday","Phlegm stomach soil water","Half congealed Chair ladder and wide"
"DE","bar zahlen","bar:Bar zahlen:zahlen","/baːɐ/ /t͡saː.lən/","Babylon","/ˈbæ.bə.lən/","Bar zahlen","/baːɐ/ /t͡saː.lən/","Barcelone","/baʁ.sə.ˈlon/","万 サー 胃 ニ","/baɴ/ /saː/ /i/ /ni/","袍 獺 欄","/pau˧˥/ /ta˨˩˦/ /lan˧˥/","pay cash","Babylon","Pay cash","Barcelona","Tens of Sir stomach (d)","Robe 獺 LAN"
"DE","ablaufen Zeit","ablaufen:ablaufen Zeit:Zeit","/a.blaʊ.fən/ /t͡saɪt/","obliterate","/ə.ˈblɪ.tə.ˌɹeɪt/","Ablauf Schulzeit","/a.blaʊf/ /ʃʊl.t͡saɪt/","avoir une dette","/a.vwa.ʁyn.ˈdɛt/","彼 万 パンダ 手","/a/ /baɴ/ /pan.da/ /te/","嗄 佬 氛 獺 匙","/a˧˥/ /lau˨˩˦/ /fən˥˥/ /ta˨˩˦/ /tʂ˧˥/","expire time","obliterate","End of school","have a debt","His 10,000 Panda hands","Came sputtering along ' energised by 獺 spoon"
"DE","wählerischer","wählerischer:wählerischer","/vɛ.lə.ʀiː.ʃɐ/","ballerina","/ˌbæ.lə.ˈɹi.nə/","Wähler frischer","/vɛ.lɐ/ /fʀiː.ʃɐ/","voltiger","/vɔl.ti.ˈʒe/","蛇 絵 胃 死","/d͡ʑa/ /e/ /i/ /ʃi/","鞋 棱 梨 鬚","/ɕiɛ˧˥/ /ləŋ˧˥/ /li˧˥/ /ɕy˥˥/","picky","ballerina","Fresh selection","flit","Snake pictures stomach death","Shoe edges PEAR 鬚"
"DE","telepathischste","telepathischste:telepathischste","/tɛ.lə.paːt.hiːʃ.ʃtə/","TelePrompTer","/ˈtɛ.lə.ˌpɹɒmp.təɹ/","Talent höchste","/taː.lɛnt/ /høːç.ʃtə/","solidarité","/sɔ.li.da.ʁi.ˈte/","手 夜 パン 筆者","/te/ /jo/ /paɴ/ /hiʃ.ʃa/","梯 梨 芭 匙 獅 獅 獅 土","/ti˥˥/ /li˧˥/ /pa˥˥/ /tʂ˧˥/ /ʂ˥˥/ /ʂ˥˥/ /ʂ˥˥/ /tu˨˩˦/","telepathischste","TelePrompTer","Talent highest","solidarity","Bread my night hand","Escape PEAR sorbet spoons lion lion lion"
"DE","Grundlinie","Grundlinie:Grundlinie","/ɡʀʊn.dliː.niː/","kundalini","/ˌkʊndl.ˈi.ni/","Grund Linie","/ɡʀʊnt/ /liː.niː/","Galicie","/ɡa.li.ˈsi/","夏 ニ 土 胃 ニ","/ɡe/ /ni/ /do/ /i/ /ni/","司 雲 梨 蜺","/s˥˥/ /yn˧˥/ /li˧˥/ /ni˧˥/","Base line","kundalini","Basic line","Galicia","Summer (d) soil stomach (d)","Secretary a surname PEAR cicada"
"DE","Flussuferläufer","Flussuferläufer:Flussuferläufer","/flʊ.suː.fə.ʀlə.uː.fɐ/","physiology","/ˌfɪ.zi.ˈɒ.ləd.ʒi/","Flussbett Schläfer","/flʊ.sbɛt/ /ʃlɛ.fɐ/","Flessingue se lever","/fle.ˈsɛɡ/ /sə.lə.ˈve/","酢 酢 乳 胃 絵 兎 サー","/su/ /su/ /t͡ɕi/ /i/ /e/ /u/ /saː/","拊 酥 拊 梨 鵡 拊","/fu˨˩˦/ /su˥˥/ /fu˨˩˦/ /li˧˥/ /u˨˩˦/ /fu˨˩˦/","Common Sandpiper","physiology","River bed sleeper","Vlissingen stand","Vinegar-vinegar tits stomach picture rabbit Sir","Fondle and crisp PEAR 鵡 fondle fondle"
