"srcLang","srcString","srcWords","srcPron","EN.words","EN.pron","DE.words","DE.pron","FR.words","FR.pron","JA.words","JA.pron","ZH.words","ZH.pron","srcGloss","EN.gloss","DE.gloss","FR.gloss","JA.gloss","ZH.gloss"
"ZH","湖內鄉","湖內鄉:湖內鄉","/xu˧˥.nei˥˩.ɕiɑŋ˥˥/","shoe knee sea An","/ʃu/ /ni/ /si/ /ɑn/","Schuh nie Vieh eng","/ʃuː/ /niː/ /fiː/ /ɛŋ/","chou néon chien gens","/ʃu/ /neo/ /ʃi/ /ʒ/","酢 音 胃 乳 胃","/su/ /ne/ /i/ /t͡ɕi/ /i/","狐 內 鄉","/xu˧˥/ /nei˥˩/ /ɕiɑŋ˥˥/","Hunei, Kaohsiung","shoe knee sea An","Never shoe cattle closely","cabbage neon dog people","Vinegar sounds stomach breasts stomach","Fox admitted Xiang"
"ZH","周總理","周總理:周總理","/tʂou˥˥.tsuŋ˨˩˦.li˨˩˦/","toe Zug Li","/toʊ/ /tsuk/ /li/","Tor tun lieh","/toːɐ/ /tuːn/ /liː/","tronc houx t' sourd lien","/tʁo/ /u/ /t/ /suʁ/ /li/","手 兎 手 運 水","/te/ /u/ /te/ /uɴ/ /mi/","肘 叢 梨","/tʂou˨˩˦/ /tsuŋ˧˥/ /li˧˥/","Zhou 總li","toe Zug Li","Gate do lent","trunk Holly deaf you link","Hand rabbit hand luck water","Elbow 叢 PEAR"
"ZH","畫蛇添足","畫蛇添足:畫蛇添足","/xua˥˩.ʂɤ˧˥.tiɛn˥˥.tsu˧˥/","shoe shoe tea en chew","/ʃu/ /ʃu/ /ti/ /ɛn/ /tʃu/","Kur Vati Ente","/kuːɐ/ /faː.tiː/ /ɛn.tə/","chou as cent eau tien aine trou","/ʃu/ /a/ /s/ /o/ /ti/ /ɛn/ /tʁu/","酢 彼 絵 里 ニ 酢","/su/ /a/ /e/ /ɾi/ /ni/ /su/","話 蛇 丶 組","/xua˥˩/ /ʂɤ˧˥/ /tiɛn˨˩˦/ /tsu˨˩˦/","畫 snake typelist","shoe shoe tea en chew","Kur Daddy duck","cabbage as one hundred water tien elder hole","Vinegar he picture-RI d vinegar","If a snake, zu"
"ZH","三峽庫","三峽庫:三峽庫","/san˥˥.ɕia˧˥.ku˥˩/","sun sea coo","/sʌn/ /si/ /ku/","Zahn Zier Kuh","/t͡saːn/ /t͡siːɐ/ /kuː/","cent Anne chien as cou","/s/ /an/ /ʃi/ /a/ /ku/","さん 乳 彼 区","/saɴ/ /t͡ɕi/ /a/ /ku/","傘 暇 褲","/san˨˩˦/ /ɕia˧˥/ /ku˥˩/","Three 峽 Cuzco","sun sea coo","Decorative cow teeth","one hundred dog Anne as neck","Is it breasts he district","Umbrella leisure Trousers"
"ZH","地主階級","地主階級:地主階級","/ti˥˩.tʂu˨˩˦.tɕiɛ˥˥.tɕi˧˥/","tea chew tree Ain tree","/ti/ /tʃu/ /tɹi/ /ɛ/ /tɹi/","Tisch Kuh Tier Tisch","/tiːʃ/ /kuː/ /tiːɐ/ /tiːʃ/","tien trou teint hein t' chien","/ti/ /tʁu/ /tɛ/ /ɛ/ /t/ /ʃi/","手 手 兎 手 胃 手 胃","/te/ /te/ /u/ /te/ /i/ /te/ /i/","弟 廚 階 己","/ti˥˩/ /tʂu˧˥/ /tɕiɛ˥˥/ /tɕi˨˩˦/","Landlord 階 star ratings","tea chew tree Ain tree","Table cow animal table","Tien dyed eh hole you dog","Hand hand rabbit hand stomach get stomach","Kitchen 階"
"ZH","財務再保險","財務再保險:財務再保險","/tsai˧˥.u˥˩.tsai˥˩.pau˨˩˦.ɕiɛn˨˩˦/","chow ooh chow pie sea en","/tʃaʊ/ /u/ /tʃaʊ/ /paɪ/ /si/ /ɛn/","Tau Schuh Tau Pack Vieh n","/taʊ/ /ʃuː/ /taʊ/ /pak/ /fiː/ /n/","Thaï houx Thaï pan houx chien aine","/tai/ /u/ /tai/ /pa/ /u/ /ʃi/ /ɛn/","田 胃 兎 差 胃 パ 兎 乳 ニ","/ta/ /i/ /u/ /sa/ /i/ /pa/ /u/ /t͡ɕi/ /ni/","才 誤 菜 袍 暹","/tsai˧˥/ /u˥˩/ /tsai˥˩/ /pau˧˥/ /ɕiɛn˥˥/","財 Hotel Xian","chow ooh chow pie sea en","Guy Pack shoe Tau cattle n","Thai Thai pan Holly Holly dog elder","Machida stomach rabbit difference between stomach PA rabbit tits 4","誤 dish robe Siam"
"ZH","肇事逃逸","肇事逃逸:肇事逃逸","/tʂau˥˩.ʂ˥˩.tau˧˥.i˥˩/","chow shh tie e","/tʃaʊ/ /ʃ/ /taɪ/ /i/","Tau f Tau in","/taʊ/ /f/ /taʊ/ /iːn/","toit houx cent temps houx riz","/twa/ /u/ /s/ /ta/ /u/ /ʁi/","田 兎 胃 田 兎 胃","/ta/ /u/ /i/ /ta/ /u/ /i/","照 舐 掏 臆","/tʂau˥˩/ /ʂ˥˩/ /tau˥˥/ /i˥˩/","Hit and run","chow shh tie e","F dew dew in","roof Holly hundred time Holly rice","Field, rabbit stomach field rabbit stomach","According to lick out's conjectures"
"ZH","大白天","大白天:大白天","/ta˥˩.pai˧˥.tiɛn˥˥/","tea pie tea en","/ti/ /paɪ/ /ti/ /ɛn/","Tag Partie n","/taːk/ /paɐ.tiː/ /n/","temps pan tien aine","/ta/ /pa/ /ti/ /ɛn/","田 パ 胃 里 ニ","/ta/ /pa/ /i/ /ɾi/ /ni/","蹋 百 丶","/ta˥˩/ /pai˨˩˦/ /tiɛn˨˩˦/","In broad daylight","tea pie tea en","Day game n","time pan tien elder","Field, PA stomach-d","Treading on the hundred,"
"ZH","地鐵站","地鐵站:地鐵站","/ti˥˩.tiɛ˨˩˦.tʂan˥˩/","tea tea Ain chin","/ti/ /ti/ /ɛ/ /tʃɪn/","Tisch Titan","/tiːʃ/ /tiː.taːn/","tien tien hein t' Anne","/ti/ /ti/ /ɛ/ /t/ /an/","手 里 痰","/te/ /ɾi/ /taɴ/","弟 蜨 站","/ti˥˩/ /tiɛ˧˥/ /tʂan˥˩/","Iron station","tea tea Ain chin","Table Titan","Tien tien huh you Anne","Hand-phlegm","Brother die"
"ZH","不等價交換","不等價交換:不等價交換","/pu˥˩.təŋ˨˩˦.tɕia˥˩.tɕiau˥˥.xuan˥˩/","poo tongue tree tree ooh coon","/pu/ /tʌŋ/ /tɹi/ /tɹi/ /u/ /kun/","Putz Tang Tier Tisch Ei Schuh an","/puːt͡s/ /taŋ/ /tiːɐ/ /tiːʃ/ /aɪ/ /ʃuː/ /aːn/","pou te teint as tien houx chou Anne","/pu/ /tə/ /tɛ/ /a/ /ti/ /u/ /ʃu/ /an/","プリン 手 彼 手 胃 兎 酢 案","/pu.ɾiɴ/ /te/ /a/ /te/ /i/ /u/ /su/ /aɴ/","布 燈 嫁 膠 幻","/pu˥˩/ /təŋ˥˥/ /tɕia˥˩/ /tɕiau˥˥/ /xuan˥˩/","Prices ranging from Exchange","poo tongue tree tree ooh coon","Tang plaster on animal table egg shoe","Pou dyed te as tien Holly cabbage Anne","Pudding hand his hand stomach rabbit vinegar idea","燈 married adhesive magic"
"ZH","官僚主義","官僚主義:官僚主義","/kuan˥˥.liau˧˥.tʂu˨˩˦.i˥˩/","coon Li ooh chew e","/kun/ /li/ /u/ /tʃu/ /i/","Kuh an lieh Ei pfui","/kuː/ /aːn/ /liː/ /aɪ/ /pfuː.iː/","cou Anne lien houx trou riz","/ku/ /an/ /li/ /u/ /tʁu/ /ʁi/","区 暗示 兎 手 兎 胃","/ku/ /an.d͡ʑi/ /u/ /te/ /u/ /i/","館 寮 廚 臆","/kuan˨˩˦/ /liau˧˥/ /tʂu˧˥/ /i˥˩/","Bureaucrats can correspond","coon Li ooh chew e","Cow on borrowed egg Pooh","neck Anne link Holly hole rice","Ward implied rabbit hand rabbit stomach","Museum Liu kitchen's conjectures"
"ZH","不離兒","不離兒:不離兒","/pu˥˩.li˧˥.ər/","poo Li an","/pu/ /li/ /ən/","Putz lieh an","/puːt͡s/ /liː/ /aːn/","pou lien ange","/pu/ /li/ /aʒ/","プチ 塩","/pu.t͡ɕi/ /eɴ/","布 梨 兒","/pu˥˩/ /li˧˥/ /ər˧˥/","No-Zaventem Ni, a State in the Zhou Dynasty","poo Li an","Plaster lent","Pou link Angel","Petite salt","PEAR son"
"ZH","宜君縣","宜君縣:宜君縣","/i˧˥.tɕyn˥˥.ɕiɛn˥˩/","e chin sea en","/i/ /tʃɪn/ /si/ /ɛn/","in tun Vieh n","/iːn/ /tuːn/ /fiː/ /n/","if t' une chien aine","/if/ /t/ /yn/ /ʃi/ /ɛn/","胃 手 ニ 乳 ニ","/i/ /te/ /ni/ /t͡ɕi/ /ni/","椅 裙 憲","/i˨˩˦/ /tɕyn˧˥/ /ɕiɛn˥˩/","Yijun County","e chin sea en","in n do livestock","If you a senior dog","Stomach hand d breasts (d)","Chair skirts Constitution"
"ZH","萊姆病","萊姆病:萊姆病","/lai˧˥.mu˨˩˦.piŋ˥˩/","lie moo ping","/laɪ/ /mu/ /pɪŋ/","Laib Musik","/laːiːp/ /muː.ziːk/","lien mou pire","/li/ /mu/ /piʁ/","矢 胃 六 ピン","/ja/ /i/ /mu/ /piɴ/","來 拇 病","/lai˧˥/ /mu˨˩˦/ /piŋ˥˩/","USA of Lyme disease","lie moo ping","Loaf music","worst soft link","Arrow stomach 6-pin","Come and thumb"
"ZH","磷化鈣","磷化鈣:磷化鈣","/lin˧˥.xua˥˩.kai˥˩/","lean shoe cow","/lin/ /ʃu/ /kaʊ/","Lohn Schuh Kai","/loːn/ /ʃuː/ /kaːiː/","lime chou as quand","/lim/ /ʃu/ /a/ /ka/","真珠 彼 蚊 胃","/ʃin.d͡ʑu/ /a/ /ka/ /i/","林 話 芥","/lin˧˥/ /xua˥˩/ /kai˥˩/","Phosphate tetrahydrate","lean shoe cow","Pay shoe Kai","cabbage lime as when","Pearl his mosquito stomach","Lin said Chinese broccoli"
"ZH","輻射警告標志","輻射警告標志:輻射警告標志","/fu˧˥.ʂɤ˥˩.tɕiŋ˨˩˦.kau˥˩.piau˥˥.tʂ˥˩/","fou shoe cheese cow pea ooh tea","/fu/ /ʃu/ /tʃiz/ /kaʊ/ /pi/ /u/ /ti/","Vieh Schuh Tang Kuh Partie","/fiː/ /ʃuː/ /taŋ/ /kuː/ /paɐ.tiː/","fou cent tir quand houx pis houx teint","/fu/ /s/ /tiʁ/ /ka/ /u/ /pi/ /u/ /tɛ/","酢 乳 手 進化 兎 Ｐ 兎 手","/su/ /t͡ɕi/ /te/ /ʃiŋ.ka/ /u/ /piː/ /u/ /te/","拊 攝 警 靠 錶 彘","/fu˨˩˦/ /ʂɤ˥˩/ /tɕiŋ˨˩˦/ /kau˥˩/ /piau˨˩˦/ /tʂ˥˩/","輻 shot warning standard records","fou shoe cheese cow pea ooh tea","Cattle shoe Tang cow game","crazy percent shooting when Holly pis dyed Holly","Vinegar tits hand evolution rabbit P rabbit","Fondle 攝 police watch pig"
"ZH","甘氨酸","甘氨酸:甘氨酸","/kan˥˥.an˥˥.suan˥˥/","can inn soon","/kæn/ /ɪn/ /sun/","Kahn an Schuh an","/kaːn/ /aːn/ /ʃuː/ /aːn/","canne Anne sous Anne","/kan/ /an/ /su/ /an/","巻 案 酢 案","/kaɴ/ /aɴ/ /su/ /aɴ/","杆 鞍 酸","/kan˥˥/ /an˥˥/ /suan˥˥/","Glycine","can inn soon","Kahn on shoe on","cane Anne in Anne","Book proposal for vinegar","Acid saddle"
"ZH","老太爺","老太爺:老太爺","/lau˨˩˦.tai˥˩.iɛ˧˥/","lie tie e Ain","/laɪ/ /taɪ/ /i/ /ɛ/","lau Tau ihr","/laʊ/ /taʊ/ /iːɐ/","las houx Thaï hein","/la/ /u/ /tai/ /ɛ/","矢 兎 田 胃 胃","/ja/ /u/ /ta/ /i/ /i/","佬 迨 爺","/lau˨˩˦/ /tai˥˩/ /iɛ˧˥/","The old Royal","lie tie e Ain","LAU Tau her","Las Holly Thai eh","Arrow rabbit Tanaka stomach stomach","Guys wait till Royal"
"ZH","好家伙","好家伙:好家伙","/xau˨˩˦.tɕia˥˥.xuo/","cow tree shoe","/kaʊ/ /tɹi/ /ʃu/","Schau Tier Kur","/ʃaʊ/ /tiːɐ/ /kuːɐ/","chat houx teint as chou eau","/ʃa/ /u/ /tɛ/ /a/ /ʃu/ /o/","蚊 兎 手 彼 酢 を","/ka/ /u/ /te/ /a/ /su/ /o/","嚆 蛺 火","/xau˥˥/ /tɕia˧˥/ /xuo˨˩˦/","Good fellas","cow tree shoe","Watch animal hygiene","Cat stained Holly as cabbage water","Mosquito rabbit hand him vinegar,","构词成分。 蛺 fire"
"ZH","玉樹藏族自治州","玉樹藏族自治州:玉樹藏族自治州","/y˥˩.ʂu˥˩.tsaŋ˥˩.tsu˧˥.ts˥˩.tʂ˥˩.tʂou˥˥/","ewe shoe song chew toss tea toe","/yu/ /ʃu/ /sɔŋ/ /tʃu/ /tɔs/ /ti/ /toʊ/","über Tang Schuh Tisch Tisch Tor","/yː.bɐ/ /taŋ/ /ʃuː/ /tiːʃ/ /tiːʃ/ /toːɐ/","hutte chou t' salle trou tasse teint ton houx","/yt/ /ʃu/ /t/ /sal/ /tʁu/ /tas/ /tɛ/ /to/ /u/","胃 兎 さん 酢 手 手 手 兎","/i/ /u/ /saɴ/ /su/ /te/ /te/ /te/ /u/","浴 庶 臟 組 自 彘 肘","/y˥˩/ /ʂu˥˩/ /tsaŋ˥˩/ /tsu˨˩˦/ /ts˥˩/ /tʂ˥˩/ /tʂou˨˩˦/","Jade Tree Tibetan Autonomous Prefecture","ewe shoe song chew toss tea toe","about Tang shoe table table gate","cabbage hut you room hole Cup dyed your Holly","Stomach rabbit's vinegar hand hand hand rabbit","Bath being dirty zu inspiration elbow"
"ZH","平均值","平均值:平均值","/piŋ˧˥.tɕyn˥˥.tʂ˧˥/","ping chin tea","/pɪŋ/ /tʃɪn/ /ti/","punkte in Tisch","/pʊŋ.tə/ /iːn/ /tiːʃ/","pire t' une teint","/piʁ/ /t/ /yn/ /tɛ/","ピン テント","/piɴ/ /ten.to/","餅 裙 匙","/piŋ˨˩˦/ /tɕyn˧˥/ /tʂ˧˥/","Average values","ping chin tea","points in table","worse you a complexion","PIN tents","Flat dress spoon"
"ZH","一笑置之","一笑置之:一笑置之","/i˥˥.ɕiau˥˩.tʂ˥˩.tʂ˥˥/","e sea ooh tea tea","/i/ /si/ /u/ /ti/ /ti/","in Vieh Ei Tratsch","/iːn/ /fiː/ /aɪ/ /tʀatʃ/","iris houx teint teint","/i.ˈʁi/ /u/ /tɛ/ /tɛ/","胃 乳 兎 手 手","/i/ /t͡ɕi/ /u/ /te/ /te/","椅 咲 彘 匙","/i˨˩˦/ /ɕiau˥˩/ /tʂ˥˩/ /tʂ˧˥/","Laugh it off","e sea ooh tea tea","in cattle egg gossip","IRIS stained stained Holly","Stomach breasts rabbit hand in hand","Chair Misaki inspiration spoon"
"ZH","赤蘚糖醇","赤蘚糖醇:赤蘚糖醇","/tʂ˥˩.ɕiɛn˨˩˦.taŋ˧˥.tʂuən˧˥/","tea sea en tongue chew an","/ti/ /si/ /ɛn/ /tʌŋ/ /tʃu/ /ən/","Tisch Vieh n Tang tun","/tiːʃ/ /fiː/ /n/ /taŋ/ /tuːn/","teint chien aine taille trou nid","/tɛ/ /ʃi/ /ɛn/ /taj/ /tʁu/ /ni/","手 乳 ニ 痰 手 兎 ニ","/te/ /t͡ɕi/ /ni/ /taɴ/ /te/ /u/ /ni/","彘 暹 溏 唇","/tʂ˥˩/ /ɕiɛn˥˥/ /taŋ˧˥/ /tʂuən˧˥/","Red 蘚 sugar alcohols","tea sea en tongue chew an","Tang do cattle n table","complexion dog elder size hole nest","Hand milk d phlegm hand rabbit (d)","Inspiration Siam stronger lip"
"ZH","龍門山","龍門山:龍門山","/luŋ˧˥.mən˧˥.ʂan˥˥/","lung man scene","/lʌŋ/ /mæn/ /sin/","lang Mann Zahn","/laŋ/ /man/ /t͡saːn/","lourd mine canne","/luʁ/ /min/ /kan/","ムーン 問 さん","/muːɴ/ /moɴ/ /saɴ/","龍 門 山","/luŋ˧˥/ /mən˧˥/ /ʂan˥˥/","South Dragon Carmen Hill","lung man scene","long man tooth","heavy mine cane","Moon question and I","South Dragon Carmen Hill"
"ZH","合陽縣","合陽縣:合陽縣","/xɤ˧˥.iɑŋ˧˥.ɕiɛn˥˩/","shoe e An sea en","/ʃu/ /i/ /ɑn/ /si/ /ɛn/","Schuh rang Vieh n","/ʃuː/ /ʀaŋ/ /fiː/ /n/","chat if cent aine","/ʃa/ /if/ /s/ /ɛn/","乳 胃 胃 乳 ニ","/t͡ɕi/ /i/ /i/ /t͡ɕi/ /ni/","禾 氧 憲","/xɤ˧˥/ /iɑŋ˨˩˦/ /ɕiɛn˥˩/","Positive County","shoe e An sea en","Shoe rank n cattle","chat if hundred elder","Stomach stomach breasts (d)","Wo oxygen President honor"
"ZH","八重奏","八重奏:八重奏","/pa˥˥.tʂuŋ˧˥.tsou˥˩/","pea tongue toe","/pi/ /tʌŋ/ /toʊ/","Pack tun Tor","/pak/ /tuːn/ /toːɐ/","pan touche t' seau houx","/pa/ /tuʃ/ /t/ /so/ /u/","パ 手 運 ソ 兎","/pa/ /te/ /uɴ/ /so/ /u/","芭 鐘 揍","/pa˥˥/ /tʂuŋ˥˥/ /tsou˥˩/","Octet","pea tongue toe","Pack do gate","Pan button you bucket Holly","PAS hands luck SEO rabbit","BAA beat clock"
"ZH","商人銀行","商人銀行:商人銀行","/ʂaŋ˥˥.ʐən˧˥.in˧˥.xaŋ˧˥/","thing an e'en Char","/θɪŋ/ /ən/ /in/ /ʃaɹ/","fangen in Gang","/faŋ.ɡən/ /iːn/ /ɡaŋ/","femme veine hymne rame","/fam/ /vɛn/ /imn/ /ʁam/","さん 胃 ニ 韻 巻","/saɴ/ /i/ /ni/ /iɴ/ /kaɴ/","傷 人 茵 航","/ʂaŋ˥˥/ /ʐən˧˥/ /in˥˥/ /xaŋ˧˥/","Merchant Bank","thing an e'en Char","start in gear","woman vein hymn paddled","Is it stomach (d) rhymes vol.","Hurt people India airlines"
"ZH","話到嘴邊","話到嘴邊:話到嘴邊","/xua˥˩.tau˥˩.tsuei˨˩˦.piɛn˥˥/","shoe tie chew e pea en","/ʃu/ /taɪ/ /tʃu/ /i/ /pi/ /ɛn/","Schuh Tau pfui Pein","/ʃuː/ /taʊ/ /pfuː.iː/ /paɪn/","chou as temps houx trou eau pis aine","/ʃu/ /a/ /ta/ /u/ /tʁu/ /o/ /pi/ /ɛn/","酢 彼 田 兎 酢 胃 Ｐ ニ","/su/ /a/ /ta/ /u/ /su/ /i/ /piː/ /ni/","話 套 嘴 片","/xua˥˩/ /tau˥˩/ /tsuei˨˩˦/ /piɛn˥˥/","Message to the mouth side","shoe tie chew e pea en","Shoe Tau EW Pein","cabbage as time Holly water hole pis elder","Vinegar his rabbit rice vinegar stomach P (d)","Message sets of lips"
"ZH","幽閉恐懼症","幽閉恐懼症:幽閉恐懼症","/iəu˥˥.pi˥˩.kuŋ˨˩˦.tɕy˥˩.tʂəŋ˥˩/","e ooh pea king chew tong","/i/ /u/ /pi/ /kɪŋ/ /tʃu/ /tɔŋ/","ihr Vieh Kuh Typ Tang","/iːɐ/ /fiː/ /kuː/ /tyːp/ /taŋ/","if houx pis couche tu te","/if/ /u/ /pi/ /kuʃ/ /ty/ /tə/","胃 兎 Ｐ 区 手 痰","/i/ /u/ /piː/ /ku/ /te/ /taɴ/","郵 蓽 弓 懼 症","/iəu˧˥/ /pi˥˩/ /kuŋ˥˥/ /tɕy˥˩/ /tʂəŋ˥˩/","Secluded 閉 Phobia","e ooh pea king chew tong","their cattle cow type Tang","If pis Holly layer you te","Stomach rabbit P Ward hand phlegm","郵 蓽 bows the fear"
"ZH","甘洛縣","甘洛縣:甘洛縣","/kan˥˥.luo˥˩.ɕiɛn˥˩/","can loon sea en","/kæn/ /lun/ /si/ /ɛn/","Kahn Flur Vieh n","/kaːn/ /fluːɐ/ /fiː/ /n/","canne lent eau chien aine","/kan/ /l/ /o/ /ʃi/ /ɛn/","巻 弓 を 乳 ニ","/kaɴ/ /ju/ /o/ /t͡ɕi/ /ni/","杆 駱 憲","/kan˥˥/ /luo˥˩/ /ɕiɛn˥˩/","Ganluo County","can loon sea en","Kahn hallway cattle n","cane slow water dog elder","Volume bow, breasts (d)","Jia President honor"
"ZH","創世記","創世記:創世記","/tʂuaŋ˥˩.ʂ˥˩.tɕi˥˩/","chew eye shh tree","/tʃu/ /aɪ/ /ʃ/ /tɹi/","Tang f Ski","/taŋ/ /f/ /skiː/","trou ange cent tien","/tʁu/ /aʒ/ /s/ /ti/","手 兎 案 胃 手 胃","/te/ /u/ /aɴ/ /i/ /te/ /i/","撞 舐 寄","/tʂuaŋ˥˩/ /ʂ˥˩/ /tɕi˥˩/","Book of Genesis","chew eye shh tree","Tang f ski","hole Angel hundred tien","Hand rabbit Bill stomach get stomach","Hit send licking"
"ZH","明知故問","明知故問:明知故問","/miŋ˧˥.tʂ˥˥.ku˥˩.uən˥˩/","mean tea coo ooh an","/min/ /ti/ /ku/ /u/ /ən/","Mann Tisch Kuh un","/man/ /tiːʃ/ /kuː/ /uːn/","mine teint cou houx nid","/min/ /tɛ/ /ku/ /u/ /ni/","水 手 区 兎 ニ","/mi/ /te/ /ku/ /u/ /ni/","溟 匙 褲 蚊","/miŋ˧˥/ /tʂ˧˥/ /ku˥˩/ /uən˧˥/","Knowing questions","mean tea coo ooh an","Man cow un table","dyed mine neck Holly nest","Water hand-rabbit (d)","Trousers and wide spoon mosquito"
"ZH","斑翅山鶉","斑翅山鶉:斑翅山鶉","/pan˥˥.tʂ˥˩.ʂan˥˥.tʂuən˧˥/","pan tea scene chew an","/pæn/ /ti/ /sin/ /tʃu/ /ən/","Pein Tisch Zahn tun","/paɪn/ /tiːʃ/ /t͡saːn/ /tuːn/","panne teint canne trou nid","/pan/ /tɛ/ /kan/ /tʁu/ /ni/","パン 手 ハンター 兎 ニ","/paɴ/ /te/ /han.taː/ /u/ /ni/","盤 彘 山 唇","/pan˧˥/ /tʂ˥˩/ /ʂan˥˥/ /tʂuən˧˥/","Spotted Wing Chun","pan tea scene chew an","Do pain table tooth","failure dyed Rod hole nest","Rabbit Pan hand Hunter (d)","Mount Pan pig lips"
"ZH","修道會","修道會:修道會","/ɕiəu˥˥.tau˥˩.xuei˥˩/","sea ooh tie shoe e","/si/ /u/ /taɪ/ /ʃu/ /i/","Vieh Schuh Tau Schuh in","/fiː/ /ʃuː/ /taʊ/ /ʃuː/ /iːn/","chien houx temps houx chou hein","/ʃi/ /u/ /ta/ /u/ /ʃu/ /ɛ/","乳 兎 田 兎 酢 胃","/t͡ɕi/ /u/ /ta/ /u/ /su/ /i/","羞 套 彗","/ɕiəu˥˥/ /tau˥˩/ /xuei˥˩/","A religious Club Med","sea ooh tie shoe e","Cattle shoe Tau shoe in","dog Holly time cabbage Holly hein","Breasts rabbit Tanaka rabbit vinegar stomach","Shame coma"
"ZH","矇特卡羅方法","矇特卡羅方法:矇特卡羅方法","/məŋ˧˥.tɤ˥˩.ka˨˩˦.luo˧˥.faŋ˥˥.fa˨˩˦/","mong tea key loo awe fang fee","/mʌŋ/ /ti/ /ki/ /lu/ /ɔ/ /fæŋ/ /fi/","Manko Kilo Fang Vieh","/maŋ.koː/ /kiː.loː/ /faŋ/ /fiː/","me teint quand lent eau femme fée","/mə/ /tɛ/ /ka/ /l/ /o/ /fam/ /fe/","問 手 蚊 弓 を 参加","/moɴ/ /te/ /ka/ /ju/ /o/ /saŋ.ka/","濛 忑 卡 蘿 方 筏","/məŋ˧˥/ /tɤ˥˩/ /ka˨˩˦/ /luo˧˥/ /faŋ˥˥/ /fa˧˥/","Blind card wait method","mong tea key loo awe fang fee","Shortcoming kilos catch cattle","dyed me when slow water woman fairy","Join the q get mosquito bow","Meng 蘿 am burned card party raft"
"ZH","單根獨苗","單根獨苗:單根獨苗","/tan˥˥.kən˥˥.tu˧˥.miau˧˥/","tan coon two me ooh","/tæn/ /kun/ /tu/ /mi/ /u/","tanzen Kuh Mai","/tan.t͡sən/ /kuː/ /maːiː/","taille canne tout mer houx","/taj/ /kan/ /tu/ /me/ /u/","痰 巻 手 水 兎","/taɴ/ /kaɴ/ /te/ /mi/ /u/","潭 啃 土 眇","/tan˧˥/ /kən˨˩˦/ /tu˨˩˦/ /miau˨˩˦/","Simple root alone seedlings","tan coon two me ooh","dancing cow may","size cane about sea Holly","Phlegm, volume water rabbit","Tan chew Miao"
"ZH","不揣冒昧","不揣冒昧:不揣冒昧","/pu˥˩.tʂuai˨˩˦.mau˥˩.mei˥˩/","poo chew e moo May","/pu/ /tʃu/ /i/ /mu/ /meɪ/","Putz Tisch Ei Mai Mai","/puːt͡s/ /tiːʃ/ /aɪ/ /maːiː/ /maːiː/","pou trou riz mât houx mer","/pu/ /tʁu/ /ʁi/ /ma/ /u/ /me/","プール 胃 ま 兎 目 胃","/puː.ɾu/ /i/ /ma/ /u/ /me/ /i/","布 揣 帽 魅","/pu˥˩/ /tʂuai˥˥/ /mau˥˩/ /mei˥˩/","Acquaintance","poo chew e moo May","Plaster table may egg","Pou hole rice mat sea Holly","Pool gastric or stomach rabbit eyes","Hides the cloth Cap charm"
"ZH","整體數位服務網路","整體數位服務網路:整體數位服務網路","/tʂəŋ˨˩˦.ti˨˩˦.ʂu˥˩.uei˥˩.fu˧˥.u˥˩.uaŋ˨˩˦.lu˥˩/","tongue tea shoe ooh e fou ooh ooh eye loo","/tʌŋ/ /ti/ /ʃu/ /u/ /i/ /fu/ /u/ /u/ /aɪ/ /lu/","Tang Tisch Schuh Uhr Fuß Schuh Fang lieh","/taŋ/ /tiːʃ/ /ʃuː/ /uːɐ/ /fuːs/ /ʃuː/ /faŋ/ /liː/","traire tien chou houx eau fou houx houx ange loup","/tʁɛʁ/ /ti/ /ʃu/ /u/ /o/ /fu/ /u/ /u/ /aʒ/ /lu/","天気 酢 兎 胃 酢 兎 兎 案 弓","/teŋ.ki/ /su/ /u/ /i/ /su/ /u/ /u/ /aɴ/ /ju/","城 梯 庶 畏 拊 誤 網 錄","/tʂəŋ˧˥/ /ti˥˥/ /ʂu˥˩/ /uei˥˩/ /fu˨˩˦/ /u˥˩/ /uaŋ˨˩˦/ /lu˥˩/","Enblock parameters services limiting road","tongue tea shoe ooh e fou ooh ooh eye loo","Tang table shoe watch foot shoe fishing lent","milking tien chou Holly water crazy Holly Holly Angel Wolf","Weather vinegar rabbit stomach vinegar rabbit rabbit Bill Archer","City ladder being dreadful fondle 誤 NET recorder"
"ZH","狀態動詞","狀態動詞:狀態動詞","/tʂuaŋ˥˩.tai˥˩.tuŋ˥˩.ts˧˥/","chew eye tie tong toss","/tʃu/ /aɪ/ /taɪ/ /tɔŋ/ /tɔs/","Tang Tau tun Tisch","/taŋ/ /taʊ/ /tuːn/ /tiːʃ/","trou ange Thaï touche tasse","/tʁu/ /aʒ/ /tai/ /tuʃ/ /tas/","手 兎 案 田 胃 群 手","/te/ /u/ /aɴ/ /ta/ /i/ /ɡuɴ/ /te/","撞 迨 衕 子","/tʂuaŋ˥˩/ /tai˥˩/ /tuŋ˥˩/ /ts˨˩˦/","Usage Phase 動 writing Hanyu","chew eye tie tong toss","Tang Tau do table","Angel Thai button hole Cup","Rabbit Bill rice stomach group hands","Wait till diarrhoea hit"
