"srcLang","srcString","srcWords","srcPron","EN.words","EN.pron","DE.words","DE.pron","FR.words","FR.pron","JA.words","JA.pron","ZH.words","ZH.pron","srcGloss","EN.gloss","DE.gloss","FR.gloss","JA.gloss","ZH.gloss"
"JA","報告書レコード","報告書レコード:報告書レコード","/ho.u.ko.ku.ʃo.ɾe.koː.do/","Hoe ooh key coo shoe tea key dew","/hoʊ/ /u/ /ki/ /ku/ /ʃu/ /ti/ /ki/ /du/","hohe Kuh Kuh Schuh weh Koda","/hoː.ə/ /kuː/ /kuː/ /ʃuː/ /veː/ /koː.daː/","seau houx con cou chaud fée con don","/so/ /u/ /ko/ /ku/ /ʃo/ /fe/ /ko/ /do/","穂 兎 戸 区 所 レ 戸 土","/ho/ /u/ /ko/ /ku/ /ʃo/ /ɾe/ /ko/ /do/","菠 鵡 狗 鼓 菠 悲 狗 菠","/po˥˥/ /u˨˩˦/ /kou˨˩˦/ /ku˨˩˦/ /po˥˥/ /pei˥˥/ /kou˨˩˦/ /po˥˥/","Report records","Hoe ooh key coo shoe tea key dew","high cow Cow shoe hurt koda","bucket Holly con neck hot fairy con don","Ear rabbit door Institute, Les door sat","Keep 鵡 dog, sad dog drum keep keep"
"JA","陰蔽","陰蔽:陰蔽","/im.pe.i/","eve pea e","/iv/ /pi/ /i/","im Pech in","/iːm/ /peːç/ /iːn/","hymne pénis","/imn/ /pe.ˈni/","韻 ぺ 胃","/iɴ/ /pe/ /i/","茵 筆 椅","/in˥˥/ /pi˨˩˦/ /i˨˩˦/","Case","eve pea e","in the pitch in","Anthem penis","Rhyme pettanko stomach","DOI Pen Chair"
"JA","タイガース","タイガース:タイガース","/ta.i.ɡaː.su/","tea e guy sue","/ti/ /i/ /ɡaɪ/ /su/","Taxi Gasse","/taːx.iː/ /ɡa.sə/","temps riz gant sous","/ta/ /ʁi/ /ɡa/ /su/","田 胃 が 酢","/ta/ /i/ /ɡa/ /su/","獺 椅 獺 酥","/ta˨˩˦/ /i˨˩˦/ /ta˨˩˦/ /su˥˥/","Tigers","tea e guy sue","Taxi lane","time rice glove under","Machida stomach is vinegar.","獺 Chair 獺 crisp"
"JA","薬室","薬室:薬室","/ja.ku.ʃi.t͡su/","wee coo she shoe","/wi/ /ku/ /ʃi/ /ʃu/","ja Kuh Schuh zu","/jaː/ /kuː/ /ʃuː/ /t͡suː/","hier cou chien chou","/je/ /ku/ /ʃi/ /ʃu/","矢 区 死 唾","/ja/ /ku/ /ʃi/ /t͡su/","蠟 鼓 膝 土","/la˥˩/ /ku˨˩˦/ /ɕi˥˥/ /tu˨˩˦/","Medicine room","wee coo she shoe","Yes cow shoe to","yesterday neck dog cabbage","Arrow-death saliva","蠟 knee-drums"
"JA","オフィスワイフ","オフィスワイフ:オフィスワイフ","/o.ɸu.i.su.wa.i.ɸu/","au shoe e sue wee e shoe","/oʊ/ /ʃu/ /i/ /su/ /wi/ /i/ /ʃu/","Ohr Schuh in Schuh ja in Schuh","/oːɐ/ /ʃuː/ /iːn/ /ʃuː/ /jaː/ /iːn/ /ʃuː/","eau chou riz sous oie hibou","/o/ /ʃu/ /ʁi/ /su/ /wa/ /i.ˈbu/","を 府 胃 酢 わ 胃 府","/o/ /ɸu/ /i/ /su/ /wa/ /i/ /ɸu/","噢 拊 椅 酥 媽 椅 酥","/o˥˥/ /fu˨˩˦/ /i˨˩˦/ /su˥˥/ /ma˥˥/ /i˨˩˦/ /su˥˥/","Office wife","au shoe e sue wee e shoe","Ear Yes in shoe shoe shoe","water cabbage rice under oie OWL","Office stomach vinegar's stomach Office","Oh Chair, Chair, fondle and crisp 媽 crisp"
"JA","申し合わせる","申し合わせる:申し合わせる","/mo.u.ʃi.a.wa.se.ɾu/","moo ooh she eye wee sea shoe","/mu/ /u/ /ʃi/ /aɪ/ /wi/ /si/ /ʃu/","Mop Schuh Schuh Ei ja weh Kuh","/moːp/ /ʃuː/ /ʃuː/ /aɪ/ /jaː/ /veː/ /kuː/","mont houx chien as oie cent et cou","/mo/ /u/ /ʃi/ /a/ /wa/ /s/ /e/ /ku/","喪 兎 死 彼 わ セル","/mo/ /u/ /ʃi/ /a/ /wa/ /se.ɾu/","膜 鵡 膝 嗄 媽 色 酥","/mo˧˥/ /u˨˩˦/ /ɕi˥˥/ /a˧˥/ /ma˥˥/ /sɤ˥˩/ /su˥˥/","An agreement","moo ooh she eye wee sea shoe","MOP shoe shoe EI Yes hurt cow","Mount Holly dog as oie cent and neck","Mourning rabbit death he made cell","Film 鵡 knee came sputtering along 媽-crisp"
"JA","標準出力","標準出力:標準出力","/hjo.u.d͡ʑuɴ.ʃu.t͡su.ɾjo.ku/","Hoe ooh room shoe shoe shoe coo","/hoʊ/ /u/ /ɹum/ /ʃu/ /ʃu/ /ʃu/ /ku/","hohe Buch Schuh zu floh Kuh","/hoː.ə/ /buːx/ /ʃuː/ /t͡suː/ /floː/ /kuː/","lion houx jour chou chou lion cou","/ljo/ /u/ /ʒuʁ/ /ʃu/ /ʃu/ /ljo/ /ku/","ヒョウ 順 衆 唾 旅 区","/hjo.u/ /d͡ʑuɴ/ /ʃu/ /t͡su/ /ɾjo/ /ku/","火 鵡 弓 狐 酥 獅 噢 鼓","/xuo˨˩˦/ /u˨˩˦/ /kuŋ˥˥/ /xu˧˥/ /su˥˥/ /ʂ˥˥/ /o˥˥/ /ku˨˩˦/","Standard output","Hoe ooh room shoe shoe shoe coo","high book shoe to cow fled","Lion Holly day cabbage cabbage lion neck","Leopard order Secretary of saliva journey-Ku","鵡 Fire Fox bows and crisp 獅 Oh drum"
"JA","ぎすぎす","ぎすぎす:ぎすぎす","/ɡi.su.ɡi.su/","gi sue gi sue","/ɡi/ /su/ /ɡi/ /su/","Gin Schuh Gin Schuh","/ɡiːn/ /ʃuː/ /ɡiːn/ /ʃuː/","gui sous gui sous","/ɡi/ /su/ /ɡi/ /su/","偽 酢 偽 酢","/ɡi/ /su/ /ɡi/ /su/","梯 酥 梯 酥","/ti˥˥/ /su˥˥/ /ti˥˥/ /su˥˥/","Awkward","gi sue gi sue","Shoe Gin Gin shoe","GUI under mistletoe under","Fake vinegar fake vinegar","Ladder crisp pastry ladder"
"JA","エクレーア","エクレーア:エクレーア","/e.ku.ɾeː.a/","ay coo tea eye","/eɪ/ /ku/ /ti/ /aɪ/","es Kuh weh Ei","/eːs/ /kuː/ /veː/ /aɪ/","et cou fée as","/e/ /ku/ /fe/ /a/","絵 区 レ 彼","/e/ /ku/ /ɾe/ /a/","誒 鼓 梯 嗄","/ei˥˥/ /ku˨˩˦/ /ti˥˥/ /a˧˥/","エクレーア","ay coo tea eye","It hurt cow egg","and neck fee as","Painting-Les he","EI drum ladder came sputtering along"
"JA","耐水性","耐水性:耐水性","/ta.i.su.i.se.i/","tea e sue e sea e","/ti/ /i/ /su/ /i/ /si/ /i/","Taxi Schuh in weh in","/taːx.iː/ /ʃuː/ /iːn/ /veː/ /iːn/","temps riz sous riz cent et hein","/ta/ /ʁi/ /su/ /ʁi/ /s/ /e/ /ɛ/","田 胃 酢 胃 背 胃","/ta/ /i/ /su/ /i/ /se/ /i/","獺 椅 酥 椅 色 椅","/ta˨˩˦/ /i˨˩˦/ /su˥˥/ /i˨˩˦/ /sɤ˥˩/ /i˨˩˦/","Water resistance","tea e sue e sea e","Taxi shoe in hurt in","time rice under one hundred rice and hein","Machida stomach vinegar stomach back stomach","獺 Chair soft Chair chairs"
"JA","足腰","足腰:足腰","/a.ʃi.ko.ʃi/","eye she key she","/aɪ/ /ʃi/ /ki/ /ʃi/","Asche Kuh Schuh","/aː.ʃə/ /kuː/ /ʃuː/","as chien con chien","/a/ /ʃi/ /ko/ /ʃi/","彼 死 戸 死","/a/ /ʃi/ /ko/ /ʃi/","嗄 膝 鼓 膝","/a˧˥/ /ɕi˥˥/ /ku˨˩˦/ /ɕi˥˥/","Lower body","eye she key she","Ash cow shoe","as con dog dog","His death door death","The velvety huskiness of knee knee-drums"
"JA","押切り","押切り:押切り","/o.ʃi.ki.ɾi/","au she key tea","/oʊ/ /ʃi/ /ki/ /ti/","Ohr Schuh Kuh Vieh","/oːɐ/ /ʃuː/ /kuː/ /fiː/","eau chien qui pis","/o/ /ʃi/ /ki/ /pi/","を 死 木 里","/o/ /ʃi/ /ki/ /ɾi/","噢 膝 梯 梯","/o˥˥/ /ɕi˥˥/ /ti˥˥/ /ti˥˥/","Oshikiri-Zaka","au she key tea","Ear shoe cow cattle","dog water which pis","Death tree village","Oh knee ladder ladders"
"JA","アイドル・ビット","アイドル・ビット:アイドル・ビット","/a.i.do.ɾu.bit.to/","eye e dew shoe beet toe","/aɪ/ /i/ /du/ /ʃu/ /bit/ /toʊ/","Ei Idol Kuh Bit Tod","/aɪ/ /iː.doːl/ /kuː/ /biːt/ /toːt/","as riz don cou byte ton","/a/ /ʁi/ /do/ /ku/ /bit/ /to/","彼 胃 ドル ビット","/a/ /i/ /do.ɾu/ /bit.to/","嗄 椅 菠 土 筆 匙 土","/a˧˥/ /i˨˩˦/ /po˥˥/ /tu˨˩˦/ /pi˨˩˦/ /tʂ˧˥/ /tu˨˩˦/","Idle bit","eye e dew shoe beet toe","Egg Idol cow bit death","as rice donation neck byte tone","His stomach $ bits","The velvety huskiness Chair keep Pen key soil"
"JA","語学者","語学者:語学者","/ɡo.ɡa.ku.ʃa/","goo guy coo shoe","/ɡu/ /ɡaɪ/ /ku/ /ʃu/","Gage Kuh Schah","/ɡaː.ɡə/ /kuː/ /ʃaː/","goût gant cou chat","/ɡu/ /ɡa/ /ku/ /ʃa/","語 が 区 舎","/ɡo/ /ɡa/ /ku/ /ʃa/","菠 獺 鼓 哈","/po˥˥/ /ta˨˩˦/ /ku˨˩˦/ /xa˥˥/","Linguist","goo guy coo shoe","Gage cow Shah","taste glove neck cat","Ward Hall's words","Keep 獺 drum"
"JA","ダンスパーティー","ダンスパーティー:ダンスパーティー","/daɴ.su.paː.te.iː/","dye sue pea tea e","/daɪ/ /su/ /pi/ /ti/ /i/","Dank Schuh Pate in","/daŋ/ /ʃuː/ /paː.tə/ /iːn/","dame sous pan thé eau","/dam/ /su/ /pa/ /te/ /o/","弾 酢 パー 手 胃","/daɴ/ /su/ /paː/ /te/ /i/","溏 酥 芭 梯 椅","/taŋ˧˥/ /su˥˥/ /pa˥˥/ /ti˥˥/ /i˨˩˦/","Dance party","dye sue pea tea e","Thanks Godfather shoe in","Lady pan under the water","Elastic-vinegar par hands stomach","Half congealed crisp BAA ladder Chair"
"JA","農民","農民:農民","/no.u.miɴ/","knee ooh mean","/ni/ /u/ /min/","nie Schuh Mann","/niː/ /ʃuː/ /man/","nom houx mine","/no/ /u/ /min/","の 兎 麺","/no/ /u/ /meɴ/","孥 鵡 溟","/nu˧˥/ /u˨˩˦/ /miŋ˧˥/","Farmer","knee ooh mean","never shoes man","name Holly mine","The rabbit noodles","Is actually quite 鵡 Myong"
"JA","復興","復興:復興","/ɸuk.ko.u/","Duke key ooh","/duk/ /ki/ /u/","Zug Kuh Schuh","/t͡suːk/ /kuː/ /ʃuː/","bouc con houx","/buk/ /ko/ /u/","復古 兎","/ɸuk.ko/ /u/","拊 鼓 鵡","/fu˨˩˦/ /ku˨˩˦/ /u˨˩˦/","Reconstruction","Duke key ooh","Train cow shoe","goat con Holly","Restoration rabbit","Fondle drum 鵡"
"JA","鼻糞","鼻糞:鼻糞","/ha.na.ku.so/","high knee coo sea","/haɪ/ /ni/ /ku/ /si/","Hang nah Kuh wo","/haŋ/ /naː/ /kuː/ /voː/","chat nid cou seau","/ʃa/ /ni/ /ku/ /so/","歯 七 区 ソ","/ha/ /na/ /ku/ /so/","哈 拿 鼓 蒐","/xa˥˥/ /na˧˥/ /ku˨˩˦/ /sou˥˥/","Garterbelt","high knee coo sea","Where hang close cow","Cat nest neck bucket","7-SEO teeth","Hannah drums collected"
"JA","赤蟻","赤蟻:赤蟻","/a.ka.a.ɾi/","eye key eye tea","/aɪ/ /ki/ /aɪ/ /ti/","Acker Ei Vieh","/a.kɐ/ /aɪ/ /fiː/","as quand as pis","/a/ /ka/ /a/ /pi/","彼 蚊 彼 里","/a/ /ka/ /a/ /ɾi/","嗄 卡 嗄 梯","/a˧˥/ /ka˨˩˦/ /a˧˥/ /ti˥˥/","Red Ant","eye key eye tea","Arable egg livestock","as when as pis","His mosquito he RI","Velvety huskiness came sputtering along the ladder"
"JA","難癖をつける","難癖をつける:難癖をつける","/naŋ.ku.se.o.t͡su.ke.ɾu/","nong coo sea awe shoe key shoe","/nɒŋ/ /ku/ /si/ /ɔ/ /ʃu/ /ki/ /ʃu/","nass Kuh Deo zu Kuh Kuh","/nas/ /kuː/ /deː.oː/ /t͡suː/ /kuː/ /kuː/","nappe cou cent et eau chou quand cou","/nap/ /ku/ /s/ /e/ /o/ /ʃu/ /ka/ /ku/","七 区 背 を 唾 蹴る","/na/ /ku/ /se/ /o/ /t͡su/ /ke.ɾu/","囊 鼓 色 噢 拊 閣 酥","/naŋ˧˥/ /ku˨˩˦/ /sɤ˥˩/ /o˥˥/ /fu˨˩˦/ /kɤ˧˥/ /su˥˥/","Lash out","nong coo sea awe shoe key shoe","wet cow deodorant to cow Cow","water neck cent and cabbage when water neck","7Th Ward back saliva kicks","SAC drum Oh fondle 閣 cakes"
"JA","喫飲","喫飲:喫飲","/ki.t͡su.iɴ/","key shoe eve","/ki/ /ʃu/ /iv/","Kuh zu in","/kuː/ /t͡suː/ /iːn/","qui chou if","/ki/ /ʃu/ /if/","木 唾 韻","/ki/ /t͡su/ /iɴ/","鼓 土 鸚","/ku˨˩˦/ /tu˨˩˦/ /iŋ˥˥/","Smoking drinking","key shoe eve","Cow in","which cabbage if","Saliva tree rhymes","Drum 鸚"
"JA","船体","船体:船体","/sen.ta.i/","sun tea e","/sʌn/ /ti/ /i/","zehn Taxi","/t͡seːn/ /taːx.iː/","scène temps riz","/sɛn/ /ta/ /ʁi/","線 田 胃","/seɴ/ /ta/ /i/","森 獺 椅","/sən˥˥/ /ta˨˩˦/ /i˨˩˦/","Hull","sun tea e","Ten taxi","stage time rice","Line field, stomach","Sen 獺 Chair"
"JA","調う","調う:調う","/to.to.no.u/","toe toe knee ooh","/toʊ/ /toʊ/ /ni/ /u/","Toter nie Schuh","/toː.tɐ/ /niː/ /ʃuː/","ton ton nom houx","/to/ /to/ /no/ /u/","と と の 兎","/to/ /to/ /no/ /u/","土 土 孥 鵡","/tu˨˩˦/ /tu˨˩˦/ /nu˧˥/ /u˨˩˦/","Agree on the","toe toe knee ooh","Dead never shoe","tone your name Holly","And sort of rabbit","Soil soil nu 鵡"
"JA","移牧","移牧:移牧","/i.bo.ku/","e bee coo","/i/ /bi/ /ku/","in Box Kuh","/iːn/ /boːx/ /kuː/","if bon cou","/if/ /bo/ /ku/","胃 ボー 区","/i/ /boː/ /ku/","椅 菠 鼓","/i˨˩˦/ /po˥˥/ /ku˨˩˦/","Transhumance","e bee coo","in box cow","If good neck","Stomach Bo district","Chair keep drums"
"JA","一溜まりもない","一溜まりもない:一溜まりもない","/hi.to.ta.ma.ɾi.mo.na.i/","he toe tea ma tea moo knee e","/hi/ /toʊ/ /ti/ /mɑ/ /ti/ /mu/ /ni/ /i/","Hit Toter Magie Mop nah in","/hiːt/ /toː.tɐ/ /maː.ɡiː/ /moːp/ /naː/ /iːn/","riz ton temps mât pis mont nid eau","/ʁi/ /to/ /ta/ /ma/ /pi/ /mo/ /ni/ /o/","氷 と 田 ま 里 喪 七 胃","/hi/ /to/ /ta/ /ma/ /ɾi/ /mo/ /na/ /i/","膝 土 獺 媽 梯 膜 拿 椅","/ɕi˥˥/ /tu˨˩˦/ /ta˨˩˦/ /ma˥˥/ /ti˥˥/ /mo˧˥/ /na˧˥/ /i˨˩˦/","Without any difficulty","he toe tea ma tea moo knee e","Hit of dead magic MOP close in","Rice your time mast pis mount nest water","Ice and field, or stomach-mourning-7","Knee 獺 film mother ladder Chair"
"JA","名案","名案:名案","/me.i.aɴ/","ma e eye","/mɑ/ /i/ /aɪ/","Meer an","/meː.ɐ/ /aːn/","mer riz art","/me/ /ʁi/ /aʁ/","目 胃 案","/me/ /i/ /aɴ/","媽 椅 鞍","/ma˥˥/ /i˨˩˦/ /an˥˥/","A good idea","ma e eye","Sea","Sea rice art","First stomach plan","媽 seat saddle"
"JA","歯肉炎","歯肉炎:歯肉炎","/ʃi.ni.ku.eɴ/","she knee coo ay","/ʃi/ /ni/ /ku/ /eɪ/","Schuh nie Kuh es","/ʃuː/ /niː/ /kuː/ /eːs/","chien nid cou et","/ʃi/ /ni/ /ku/ /e/","死 ニ 区 塩","/ʃi/ /ni/ /ku/ /eɴ/","膝 蜺 鼓 鸚","/ɕi˥˥/ /ni˧˥/ /ku˨˩˦/ /iŋ˥˥/","Gingivitis","she knee coo ay","Never shoe it cow","dog nest neck and","Death (d), salt","Cicada knee drum 鸚"
"JA","手をひく","手をひく:手をひく","/te.o.hi.ku/","tea awe he coo","/ti/ /ɔ/ /hi/ /ku/","Teer Hit Kuh","/teː.ɐ/ /hiːt/ /kuː/","thé eau riz cou","/te/ /o/ /ʁi/ /ku/","手 を 氷 区","/te/ /o/ /hi/ /ku/","梯 噢 膝 鼓","/ti˥˥/ /o˥˥/ /ɕi˥˥/ /ku˨˩˦/","Pulling the plug","tea awe he coo","Hit tar cow","the water rice neck","Hand ice-Ku.","Ladder Oh knee drum"
"JA","タオル","タオル:タオル","/ta.o.ɾu/","tea awe shoe","/ti/ /ɔ/ /ʃu/","Tag Ohr Kuh","/taːk/ /oːɐ/ /kuː/","temps eau cou","/ta/ /o/ /ku/","田 折る","/ta/ /o.ɾu/","獺 噢 土","/ta˨˩˦/ /o˥˥/ /tu˨˩˦/","Towel","tea awe shoe","Ear tag cow","time water neck","Field, fold","獺, Oh,"
"JA","インター・コム","インター・コム:インター・コム","/in.taː.ko.mu/","e'en tea key moo","/in/ /ti/ /ki/ /mu/","in Tag Kuh Mus","/iːn/ /taːk/ /kuː/ /muːs/","hymne temps con mou","/imn/ /ta/ /ko/ /mu/","インター 戸 六","/in.taː/ /ko/ /mu/","茵 獺 鼓 拇","/in˥˥/ /ta˨˩˦/ /ku˨˩˦/ /mu˨˩˦/","Internet com","e'en tea key moo","in day cow MUS","Anthem soft con time","Internet door 6","DOI 獺 drum thumb"
"JA","口蓋音","口蓋音:口蓋音","/ko.u.ɡa.i.oɴ/","key ooh guy e au","/ki/ /u/ /ɡaɪ/ /i/ /oʊ/","Kuh Schuh Gang in Ohr","/kuː/ /ʃuː/ /ɡaŋ/ /iːn/ /oːɐ/","con houx gant riz auge","/ko/ /u/ /ɡa/ /ʁi/ /oʒ/","戸 兎 が 胃 おん","/ko/ /u/ /ɡa/ /i/ /oɴ/","鼓 鵡 獺 椅 謳","/ku˨˩˦/ /u˨˩˦/ /ta˨˩˦/ /i˨˩˦/ /ou˥˥/","Palatal consonant","key ooh guy e au","Cow shoe gang in ear","con Holly glove rice trough","House Rabbit's stomach-on","Drum 鵡 獺 Chair 謳"
"JA","悪巧み","悪巧み:悪巧み","/wa.ɾu.da.ku.mi/","wee shoe dah coo me","/wi/ /ʃu/ /dɑ/ /ku/ /mi/","ja Kuh da Kuh Mai","/jaː/ /kuː/ /daː/ /kuː/ /maːiː/","oie cou dent as cou mer","/wa/ /ku/ /d/ /a/ /ku/ /me/","割る だ 区 水","/wa.ɾu/ /da/ /ku/ /mi/","媽 土 獺 鼓 米","/ma˥˥/ /tu˨˩˦/ /ta˨˩˦/ /ku˨˩˦/ /mi˨˩˦/","Craftiness","wee shoe dah coo me","Yes cow since cows may","Goose neck tooth as neck sea","Dividing that district water","媽 獺 drum m"
"JA","法理学","法理学:法理学","/ho.u.ɾi.ɡa.ku/","hoe ooh tea guy coo","/hoʊ/ /u/ /ti/ /ɡaɪ/ /ku/","hohe Liga Kuh","/hoː.ə/ /liː.ɡaː/ /kuː/","seau houx pis gant cou","/so/ /u/ /pi/ /ɡa/ /ku/","穂 兎 里 が 区","/ho/ /u/ /ɾi/ /ɡa/ /ku/","菠 鵡 梯 獺 鼓","/po˥˥/ /u˨˩˦/ /ti˥˥/ /ta˨˩˦/ /ku˨˩˦/","Law Science","hoe ooh tea guy coo","high League cow","bucket Holly pis glove neck","Rabbit-ear-Ku.","Keep 鵡 ladder 獺 drum"
"JA","縞剥","縞剥:縞剥","/ʃi.ma.ha.ɡi/","she ma high gi","/ʃi/ /mɑ/ /haɪ/ /ɡi/","Schema Magie","/ʃeː.maː/ /maː.ɡiː/","chien mât chat gui","/ʃi/ /ma/ /ʃa/ /ɡi/","死 ま 歯 偽","/ʃi/ /ma/ /ha/ /ɡi/","膝 媽 哈 梯","/ɕi˥˥/ /ma˥˥/ /xa˥˥/ /ti˥˥/","Stripes Peel","she ma high gi","Schema magic","dog mat chat gui","Death or fake teeth","Knee 媽 Hatti"
"JA","為替","為替:為替","/ka.wa.se/","key wee sea","/ki/ /wi/ /si/","Kappa weh","/ka.paː/ /veː/","quand oie cent et","/ka/ /wa/ /s/ /e/","かわ 背","/ka.wa/ /se/","卡 媽 色","/ka˨˩˦/ /ma˥˥/ /sɤ˥˩/","Exchange","key wee sea","Kappa hurt","When one hundred oie and","Cute tall","媽-color"
"JA","重複","重複:重複","/d͡ʑu.u.ɸu.ku/","zoo ooh shoe coo","/zu/ /u/ /ʃu/ /ku/","Schuh Schuh Schuh Kuh","/ʃuː/ /ʃuː/ /ʃuː/ /kuː/","joue houx chou cou","/ʒu/ /u/ /ʃu/ /ku/","従 兎 府 区","/d͡ʑu/ /u/ /ɸu/ /ku/","土 鵡 拊 鼓","/tu˨˩˦/ /u˨˩˦/ /fu˨˩˦/ /ku˨˩˦/","Duplicate","zoo ooh shoe coo","Shoe shoe shoe cow","plays Holly cabbage neck","Accordance with rabbit-Ku,","鵡 fondle drum"
"JA","予備艦隊","予備艦隊:予備艦隊","/jo.bi.kan.ta.i/","row bee can tea e","/ɹoʊ/ /bi/ /kæn/ /ti/ /i/","Job Bit Kahn Taxi","/joːp/ /biːt/ /kaːn/ /taːx.iː/","hier bien canne temps riz","/je/ /bi/ /kan/ /ta/ /ʁi/","夜 ビー 巻 田 胃","/jo/ /biː/ /kaɴ/ /ta/ /i/","膜 筆 杆 獺 椅","/mo˧˥/ /pi˨˩˦/ /kan˥˥/ /ta˨˩˦/ /i˨˩˦/","Reserve fleet","row bee can tea e","Job bit Kahn taxi","yesterday while cane time rice","B winding field, stomach at night","Film 獺 Pen bar Chair"
"JA","ウィンタッチ","ウィンタッチ:ウィンタッチ","/u.in.tat.t͡ɕi/","ooh e'en tot sea","/u/ /in/ /tɒt/ /si/","Uhr in tat Vieh","/uːɐ/ /iːn/ /taːt/ /fiː/","houx hymne tante chien","/u/ /imn/ /tat/ /ʃi/","兎 韻 タッチ","/u/ /iɴ/ /tat.t͡ɕi/","鵡 茵 潭 梯","/u˨˩˦/ /in˥˥/ /tan˧˥/ /ti˥˥/","ウィンタッチ","ooh e'en tot sea","Watch in cattle did","Holly anthem aunt dog","Rabbit rhyme touch","鵡 DOI pool ladder"
"JA","葬り","葬り:葬り","/ho.u.mu.ɾi/","Hoe ooh moo tea","/hoʊ/ /u/ /mu/ /ti/","hohe Mumie","/hoː.ə/ /muː.miː/","seau houx mou pis","/so/ /u/ /mu/ /pi/","穂 兎 六 里","/ho/ /u/ /mu/ /ɾi/","菠 鵡 拇 梯","/po˥˥/ /u˨˩˦/ /mu˨˩˦/ /ti˥˥/","Bury","Hoe ooh moo tea","high Mummy","bucket bad soft Holly","6-Ear rabbit","Keep 鵡 thumb ladder"
"JA","赤道傾斜角","赤道傾斜角:赤道傾斜角","/se.ki.do.u.ke.i.ʃa.ka.ku/","sea key dew ooh key e shoe key coo","/si/ /ki/ /du/ /u/ /ki/ /i/ /ʃu/ /ki/ /ku/","Ski Kino Schuh Kuh in Schah Kuh Kuh","/skiː/ /kiː.noː/ /ʃuː/ /kuː/ /iːn/ /ʃaː/ /kuː/ /kuː/","cent et qui don houx quand eau chat quand cou","/s/ /e/ /ki/ /do/ /u/ /ka/ /o/ /ʃa/ /ka/ /ku/","背 木 土 兎 毛 胃 舎 蚊 区","/se/ /ki/ /do/ /u/ /ke/ /i/ /ʃa/ /ka/ /ku/","色 梯 菠 鵡 閣 椅 哈 卡 鼓","/sɤ˥˩/ /ti˥˥/ /po˥˥/ /u˨˩˦/ /kɤ˧˥/ /i˨˩˦/ /xa˥˥/ /ka˨˩˦/ /ku˨˩˦/","Axial tilt","sea key dew ooh key e shoe key coo","Ski movie shoe cow in Shah cow Cow","cent and which don Holly when water cat when neck","Tall trees sat rabbit hair stomach Hall mosquito district.","Keep 鵡 閣 color ladder Chair Jaca drums"
"JA","くつくつ法師","くつくつ法師:くつくつ法師","/ku.t͡su.ku.t͡su.bo.u.ʃi/","coo shoe coo shoe bee ooh she","/ku/ /ʃu/ /ku/ /ʃu/ /bi/ /u/ /ʃi/","Kuh zu Kuh zu Box Schuh Schuh","/kuː/ /t͡suː/ /kuː/ /t͡suː/ /boːx/ /ʃuː/ /ʃuː/","cou chou cou chou bon houx chien","/ku/ /ʃu/ /ku/ /ʃu/ /bo/ /u/ /ʃi/","区 唾 区 唾 ボー 兎 死","/ku/ /t͡su/ /ku/ /t͡su/ /boː/ /u/ /ʃi/","鼓 土 鼓 鵡 菠 鵡 膝","/ku˨˩˦/ /tu˨˩˦/ /ku˨˩˦/ /u˨˩˦/ /po˥˥/ /u˨˩˦/ /ɕi˥˥/","Leftover monk.","coo shoe coo shoe bee ooh she","Cow to cow to box shoe shoe","neck cabbage cabbage neck good dog Holly","-Saliva-saliva Bo rabbit death","鵡 drum drum keep 鵡 knee"
"JA","悲しげ","悲しげ:悲しげ","/ka.na.ʃi.ɡe/","key knee she goo","/ki/ /ni/ /ʃi/ /ɡu/","Kuh nah Schuh Reh","/kuː/ /naː/ /ʃuː/ /ʀeː/","quand nid chien gant","/ka/ /ni/ /ʃi/ /ɡa/","蚊 七 死 夏","/ka/ /na/ /ʃi/ /ɡe/","卡 拿 膝 閣","/ka˨˩˦/ /na˧˥/ /ɕi˥˥/ /kɤ˧˥/","Sadly","key knee she goo","Cow close deer shoes","When nest dog glove","Mosquitoes seven death summer","Knee 閣"
"JA","川下","川下:川下","/ka.wa.ʃi.mo/","key wee she moo","/ki/ /wi/ /ʃi/ /mu/","Kappa Schuh Mop","/ka.paː/ /ʃuː/ /moːp/","quand oie chien mont","/ka/ /wa/ /ʃi/ /mo/","蚊 ワシ 喪","/ka/ /wa.ʃi/ /mo/","卡 媽 膝 膜","/ka˨˩˦/ /ma˥˥/ /ɕi˥˥/ /mo˧˥/","Downstream","key wee she moo","Kappa shoe MOP","When goose dog mount","Mosquito Eagle mourning","媽 knee ligament"
"JA","小ぼけ","小ぼけ:小ぼけ","/ko.bo.ke/","key bee key","/ki/ /bi/ /ki/","Kuh Box Kuh","/kuː/ /boːx/ /kuː/","con bon quand","/ko/ /bo/ /ka/","戸 ボー 毛","/ko/ /boː/ /ke/","鼓 菠 閣","/ku˨˩˦/ /po˥˥/ /kɤ˧˥/","Small lag","key bee key","Cow box cow","good when con","Detached bow hair","Drums keep 閣"
